[Ano],[Mês/Ano],[Campo],[Bacia],[Instalação],[Poço],[Estado],[Ambiente],[Produção de Óleo (m³)],[Produção de Gás Associado (Mm³)],[Produção de Gás Não Associado (Mm³)],[Produção de Água (m³)],[Injeção de Gás (Mm³)],[Produção de Condensado (m³)],[Injeção de Água para Recuperação Secundária (m³)],[Injeção de Água para Descarte (m³)],[Injeção de Gás Carbônico (Mm³)],[Injeção de Nitrogênio (Mm³)],[Injeção de Vapor de Água (t)],[Injeção de Polímeros (m³)],[Injeção de Outros Fluidos (m³)],[Produção Total (m³)],[Gás Total (Mm³)],[Produção de óleo (Mm³)],Mês,Ano,Data
2024,jul/2024,TUPI,Santos,FPSO CIDADE DE MARICÁ,7TUP128DRJS,Rio de Janeiro,MAR,6314.0,1549.0,0.0,312.0,0.0,,,,,,,,,6626.0,1549.0,6.314,Jul,2024,2024-07-01
2024,jul/2024,BONITO,Campos,PLATAFORMA DE ENCHOVA,7BO13HRJS,Rio de Janeiro,MAR,1906.0,172.0,0.0,13.0,0.0,,,,,,,,,1919.0,172.0,1.906,Jul,2024,2024-07-01
2024,jul/2024,BONITO,Campos,PLATAFORMA DE ENCHOVA,7BO25HRJS,Rio de Janeiro,MAR,4573.0,350.0,0.0,3724.0,0.0,,,,,,,,,8297.0,350.0,4.573,Jul,2024,2024-07-01
2024,jul/2024,BONITO,Campos,PLATAFORMA DE ENCHOVA,7BO23HRJS,Rio de Janeiro,MAR,1636.0,147.0,0.0,223.0,0.0,,,,,,,,,1859.0,147.0,1.636,Jul,2024,2024-07-01
2024,jul/2024,BONITO,Campos,PLATAFORMA DE ENCHOVA,7EN7DRJS,Rio de Janeiro,MAR,2307.0,194.0,0.0,2724.0,0.0,,,,,,,,,5031.0,194.0,2.307,Jul,2024,2024-07-01
2024,jul/2024,BONITO,Campos,PLATAFORMA DE ENCHOVA,7BO14DRJS,Rio de Janeiro,MAR,855.0,78.0,0.0,989.0,0.0,,,,,,,,,1844.0,78.0,0.855,Jul,2024,2024-07-01
2024,jul/2024,BONITO,Campos,PLATAFORMA DE ENCHOVA,7BO21HPRJS,Rio de Janeiro,MAR,2799.0,236.0,0.0,651.0,0.0,,,,,,,,,3450.0,236.0,2.799,Jul,2024,2024-07-01
2024,jul/2024,ENCHOVA OESTE,Campos,PLATAFORMA DE ENCHOVA,4RJS430DRJ,Rio de Janeiro,MAR,3877.0,280.0,0.0,1119.0,0.0,,,,,,,,,4996.0,280.0,3.877,Jul,2024,2024-07-01
2024,mai/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM9DRJS,Rio de Janeiro,MAR,1098.0,348.0,0.0,19189.0,0.0,,,,,,,,,20287.0,348.0,1.098,May,2024,2024-05-01
2024,mai/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM7DRJS,Rio de Janeiro,MAR,736.0,117.0,0.0,16398.0,0.0,,,,,,,,,17134.0,117.0,0.736,May,2024,2024-05-01
2024,mai/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM35DPRJS,Rio de Janeiro,MAR,891.0,74.0,0.0,5068.0,0.0,,,,,,,,,5959.0,74.0,0.891,May,2024,2024-05-01
2024,mai/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM19DRJS,Rio de Janeiro,MAR,888.0,346.0,0.0,17018.0,0.0,,,,,,,,,17906.0,346.0,0.888,May,2024,2024-05-01
2024,mai/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM55DPRJS,Rio de Janeiro,MAR,2066.0,172.0,0.0,9388.0,0.0,,,,,,,,,11454.0,172.0,2.066,May,2024,2024-05-01
2024,mai/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM42DPRJS,Rio de Janeiro,MAR,942.0,352.0,0.0,22763.0,0.0,,,,,,,,,23705.0,352.0,0.942,May,2024,2024-05-01
2024,mai/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM40DPRJS,Rio de Janeiro,MAR,1662.0,192.0,0.0,17083.0,0.0,,,,,,,,,18745.0,192.0,1.662,May,2024,2024-05-01
2024,mai/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM21DRJS,Rio de Janeiro,MAR,92.0,3.0,0.0,119.0,0.0,,,,,,,,,211.0,3.0,0.092,May,2024,2024-05-01
2024,mai/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM11DRJS,Rio de Janeiro,MAR,1207.0,270.0,0.0,22982.0,0.0,,,,,,,,,24189.0,270.0,1.207,May,2024,2024-05-01
2024,mai/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,4RJS493RJS,Rio de Janeiro,MAR,1244.0,71.0,0.0,5894.0,0.0,,,,,,,,,7138.0,71.0,1.244,May,2024,2024-05-01
2024,mai/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM26DRJS,Rio de Janeiro,MAR,869.0,271.0,0.0,19543.0,0.0,,,,,,,,,20412.0,271.0,0.869,May,2024,2024-05-01
2024,mai/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM18DRJS,Rio de Janeiro,MAR,1630.0,339.0,0.0,27109.0,0.0,,,,,,,,,28739.0,339.0,1.63,May,2024,2024-05-01
2024,jul/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM38DRJS,Rio de Janeiro,MAR,1325.0,250.0,0.0,7765.0,0.0,,,,,,,,,9090.0,250.0,1.325,Jul,2024,2024-07-01
2024,jul/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM40DPRJS,Rio de Janeiro,MAR,2463.0,241.0,0.0,31752.0,0.0,,,,,,,,,34215.0,241.0,2.463,Jul,2024,2024-07-01
2024,jul/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM7DRJS,Rio de Janeiro,MAR,1351.0,182.0,0.0,36642.0,0.0,,,,,,,,,37993.0,182.0,1.351,Jul,2024,2024-07-01
2024,jul/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM41HPRJS,Rio de Janeiro,MAR,1032.0,276.0,0.0,44338.0,0.0,,,,,,,,,45370.0,276.0,1.032,Jul,2024,2024-07-01
2024,jul/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM19DRJS,Rio de Janeiro,MAR,1479.0,332.0,0.0,34048.0,0.0,,,,,,,,,35527.0,332.0,1.479,Jul,2024,2024-07-01
2024,jul/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM55DPRJS,Rio de Janeiro,MAR,3506.0,247.0,0.0,19194.0,0.0,,,,,,,,,22700.0,247.0,3.506,Jul,2024,2024-07-01
2024,jul/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM42DPRJS,Rio de Janeiro,MAR,1881.0,569.0,0.0,61302.0,0.0,,,,,,,,,63183.0,569.0,1.881,Jul,2024,2024-07-01
2024,jul/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM9DRJS,Rio de Janeiro,MAR,1484.0,268.0,0.0,31068.0,0.0,,,,,,,,,32552.0,268.0,1.484,Jul,2024,2024-07-01
2024,jul/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM18DRJS,Rio de Janeiro,MAR,2475.0,649.0,0.0,60723.0,0.0,,,,,,,,,63198.0,649.0,2.475,Jul,2024,2024-07-01
2024,jan/2024,ENCHOVA,Campos,PLATAFORMA DE ENCHOVA,7EN33DARJS,Rio de Janeiro,MAR,1091.0,207.0,0.0,3184.0,0.0,,,,,,,,,4275.0,207.0,1.091,Jan,2024,2024-01-01
2024,jan/2024,ENCHOVA,Campos,PLATAFORMA DE ENCHOVA,7EN39DRJS,Rio de Janeiro,MAR,1149.0,107.0,0.0,747.0,0.0,,,,,,,,,1896.0,107.0,1.149,Jan,2024,2024-01-01
2024,jan/2024,ENCHOVA,Campos,PLATAFORMA DE ENCHOVA,7EN26DRJS,Rio de Janeiro,MAR,1009.0,50.0,0.0,603.0,0.0,,,,,,,,,1612.0,50.0,1.009,Jan,2024,2024-01-01
2024,jan/2024,ENCHOVA,Campos,PLATAFORMA DE ENCHOVA,7EN37DRJS,Rio de Janeiro,MAR,812.0,260.0,0.0,2103.0,0.0,,,,,,,,,2915.0,260.0,0.812,Jan,2024,2024-01-01
2024,jan/2024,BONITO,Campos,PLATAFORMA DE ENCHOVA,7BO13HRJS,Rio de Janeiro,MAR,4238.0,322.0,0.0,26.0,0.0,,,,,,,,,4264.0,322.0,4.238,Jan,2024,2024-01-01
2024,jan/2024,BONITO,Campos,PLATAFORMA DE ENCHOVA,7BO25HRJS,Rio de Janeiro,MAR,4943.0,348.0,0.0,4391.0,0.0,,,,,,,,,9334.0,348.0,4.943,Jan,2024,2024-01-01
2024,jan/2024,BONITO,Campos,PLATAFORMA DE ENCHOVA,7BO23HRJS,Rio de Janeiro,MAR,2396.0,184.0,0.0,57.0,0.0,,,,,,,,,2453.0,184.0,2.396,Jan,2024,2024-01-01
2024,jan/2024,BONITO,Campos,PLATAFORMA DE ENCHOVA,7EN7DRJS,Rio de Janeiro,MAR,367.0,26.0,0.0,544.0,0.0,,,,,,,,,911.0,26.0,0.367,Jan,2024,2024-01-01
2024,jan/2024,BONITO,Campos,PLATAFORMA DE ENCHOVA,7BO14DRJS,Rio de Janeiro,MAR,2544.0,189.0,0.0,2223.0,0.0,,,,,,,,,4767.0,189.0,2.544,Jan,2024,2024-01-01
2024,jan/2024,BONITO,Campos,PLATAFORMA DE ENCHOVA,7BO21HPRJS,Rio de Janeiro,MAR,4466.0,339.0,0.0,437.0,0.0,,,,,,,,,4903.0,339.0,4.466,Jan,2024,2024-01-01
2024,jan/2024,PEREGRINO,Campos,PEREGRINO B,7PRG71HPARJS,Rio de Janeiro,MAR,9158.0,43.0,0.0,6379.0,0.0,,,,,,,,,15537.0,43.0,9.158,Jan,2024,2024-01-01
2024,jan/2024,PEREGRINO,Campos,PEREGRINO B,7PRG54HRJS,Rio de Janeiro,MAR,13266.0,30.0,0.0,19063.0,0.0,,,,,,,,,32329.0,30.0,13.266,Jan,2024,2024-01-01
2024,jan/2024,PEREGRINO,Campos,PEREGRINO B,7PRG33HRJS,Rio de Janeiro,MAR,1774.0,10.0,0.0,30296.0,0.0,,,,,,,,,32070.0,10.0,1.774,Jan,2024,2024-01-01
2024,set/2024,ENCHOVA OESTE,Campos,PLATAFORMA DE ENCHOVA,3BRSA589RJS,Rio de Janeiro,MAR,4491.0,599.0,0.0,1061.0,0.0,,,,,,,,,5552.0,599.0,4.491,Sep,2024,2024-09-01
2024,set/2024,BONITO,Campos,PLATAFORMA DE ENCHOVA,7BO13HRJS,Rio de Janeiro,MAR,3885.0,307.0,0.0,31.0,0.0,,,,,,,,,3916.0,307.0,3.885,Sep,2024,2024-09-01
2024,set/2024,BONITO,Campos,PLATAFORMA DE ENCHOVA,7BO25HRJS,Rio de Janeiro,MAR,4593.0,337.0,0.0,5249.0,0.0,,,,,,,,,9842.0,337.0,4.593,Sep,2024,2024-09-01
2024,set/2024,BONITO,Campos,PLATAFORMA DE ENCHOVA,7BO5RJS,Rio de Janeiro,MAR,798.0,170.0,0.0,4.0,0.0,,,,,,,,,802.0,170.0,0.798,Sep,2024,2024-09-01
2024,set/2024,BONITO,Campos,PLATAFORMA DE ENCHOVA,7BO21HPRJS,Rio de Janeiro,MAR,5519.0,409.0,0.0,1541.0,0.0,,,,,,,,,7060.0,409.0,5.519,Sep,2024,2024-09-01
2024,set/2024,BONITO,Campos,PLATAFORMA DE ENCHOVA,7EN7DRJS,Rio de Janeiro,MAR,4509.0,338.0,0.0,6459.0,0.0,,,,,,,,,10968.0,338.0,4.509,Sep,2024,2024-09-01
2024,set/2024,BONITO,Campos,PLATAFORMA DE ENCHOVA,7BO23HRJS,Rio de Janeiro,MAR,612.0,70.0,0.0,142.0,0.0,,,,,,,,,754.0,70.0,0.612,Sep,2024,2024-09-01
2024,set/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM38DRJS,Rio de Janeiro,MAR,2198.0,281.0,0.0,12745.0,0.0,,,,,,,,,14943.0,281.0,2.198,Sep,2024,2024-09-01
2024,set/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM40DPRJS,Rio de Janeiro,MAR,2615.0,140.0,0.0,37478.0,0.0,,,,,,,,,40093.0,140.0,2.615,Sep,2024,2024-09-01
2024,set/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM7DRJS,Rio de Janeiro,MAR,2221.0,183.0,0.0,58129.0,0.0,,,,,,,,,60350.0,183.0,2.221,Sep,2024,2024-09-01
2024,set/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM35DPRJS,Rio de Janeiro,MAR,3.0,0.0,0.0,18.0,0.0,,,,,,,,,21.0,0.0,0.003,Sep,2024,2024-09-01
2024,set/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM41HPRJS,Rio de Janeiro,MAR,1470.0,248.0,0.0,62331.0,0.0,,,,,,,,,63801.0,248.0,1.47,Sep,2024,2024-09-01
2024,set/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM19DRJS,Rio de Janeiro,MAR,1417.0,136.0,0.0,36071.0,0.0,,,,,,,,,37488.0,136.0,1.417,Sep,2024,2024-09-01
2024,set/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM55DPRJS,Rio de Janeiro,MAR,3986.0,210.0,0.0,21902.0,0.0,,,,,,,,,25888.0,210.0,3.986,Sep,2024,2024-09-01
2024,set/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM9DRJS,Rio de Janeiro,MAR,2131.0,256.0,0.0,47700.0,0.0,,,,,,,,,49831.0,256.0,2.131,Sep,2024,2024-09-01
2024,set/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,3PM1ARJS,Rio de Janeiro,MAR,192.0,9.0,0.0,2229.0,0.0,,,,,,,,,2421.0,9.0,0.192,Sep,2024,2024-09-01
2024,set/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM18DRJS,Rio de Janeiro,MAR,2657.0,301.0,0.0,65374.0,0.0,,,,,,,,,68031.0,301.0,2.657,Sep,2024,2024-09-01
2024,set/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM21DRJS,Rio de Janeiro,MAR,3653.0,73.0,0.0,8651.0,0.0,,,,,,,,,12304.0,73.0,3.653,Sep,2024,2024-09-01
2024,set/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,4RJS493RJS,Rio de Janeiro,MAR,3172.0,76.0,0.0,18342.0,0.0,,,,,,,,,21514.0,76.0,3.172,Sep,2024,2024-09-01
2024,set/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM37DRJS,Rio de Janeiro,MAR,2640.0,245.0,0.0,62643.0,0.0,,,,,,,,,65283.0,245.0,2.64,Sep,2024,2024-09-01
2024,set/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM26DRJS,Rio de Janeiro,MAR,495.0,32.0,0.0,10696.0,0.0,,,,,,,,,11191.0,32.0,0.495,Sep,2024,2024-09-01
2024,set/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM42DPRJS,Rio de Janeiro,MAR,2235.0,409.0,0.0,69278.0,0.0,,,,,,,,,71513.0,409.0,2.235,Sep,2024,2024-09-01
2024,set/2024,ENCHOVA,Campos,PLATAFORMA DE ENCHOVA,7EN40DRJS,Rio de Janeiro,MAR,2062.0,102.0,0.0,6367.0,0.0,,,,,,,,,8429.0,102.0,2.062,Sep,2024,2024-09-01
2024,set/2024,ENCHOVA,Campos,PLATAFORMA DE ENCHOVA,7EN36DRJS,Rio de Janeiro,MAR,1856.0,238.0,0.0,1080.0,0.0,,,,,,,,,2936.0,238.0,1.856,Sep,2024,2024-09-01
2024,set/2024,ENCHOVA,Campos,PLATAFORMA DE ENCHOVA,7EN52HRJS,Rio de Janeiro,MAR,880.0,99.0,0.0,896.0,0.0,,,,,,,,,1776.0,99.0,0.88,Sep,2024,2024-09-01
2024,jun/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM26DRJS,Rio de Janeiro,MAR,1054.0,122.0,0.0,28892.0,0.0,,,,,,,,,29946.0,122.0,1.054,Jun,2024,2024-06-01
2024,jun/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM52DPRJS,Rio de Janeiro,MAR,68.0,3.0,0.0,7.0,0.0,,,,,,,,,75.0,3.0,0.068,Jun,2024,2024-06-01
2024,jun/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM9DRJS,Rio de Janeiro,MAR,1609.0,206.0,0.0,34033.0,0.0,,,,,,,,,35642.0,206.0,1.609,Jun,2024,2024-06-01
2024,jun/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM7DRJS,Rio de Janeiro,MAR,1648.0,263.0,0.0,42300.0,0.0,,,,,,,,,43948.0,263.0,1.648,Jun,2024,2024-06-01
2024,jun/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM35DPRJS,Rio de Janeiro,MAR,626.0,17.0,0.0,4273.0,0.0,,,,,,,,,4899.0,17.0,0.626,Jun,2024,2024-06-01
2024,jun/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM28DRJS,Rio de Janeiro,MAR,241.0,6.0,0.0,4637.0,0.0,,,,,,,,,4878.0,6.0,0.241,Jun,2024,2024-06-01
2024,jun/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM41HPRJS,Rio de Janeiro,MAR,83.0,1.0,0.0,4090.0,0.0,,,,,,,,,4173.0,1.0,0.083,Jun,2024,2024-06-01
2024,jun/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM19DRJS,Rio de Janeiro,MAR,1629.0,253.0,0.0,34760.0,0.0,,,,,,,,,36389.0,253.0,1.629,Jun,2024,2024-06-01
2024,jun/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM24DRJS,Rio de Janeiro,MAR,584.0,66.0,0.0,11967.0,0.0,,,,,,,,,12551.0,66.0,0.584,Jun,2024,2024-06-01
2024,jun/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM40DPRJS,Rio de Janeiro,MAR,2673.0,149.0,0.0,32917.0,0.0,,,,,,,,,35590.0,149.0,2.673,Jun,2024,2024-06-01
2024,jun/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM55DPRJS,Rio de Janeiro,MAR,4004.0,117.0,0.0,20438.0,0.0,,,,,,,,,24442.0,117.0,4.004,Jun,2024,2024-06-01
2024,jun/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM42DPRJS,Rio de Janeiro,MAR,1379.0,340.0,0.0,41014.0,0.0,,,,,,,,,42393.0,340.0,1.379,Jun,2024,2024-06-01
2024,jun/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM18DRJS,Rio de Janeiro,MAR,2229.0,197.0,0.0,43313.0,0.0,,,,,,,,,45542.0,197.0,2.229,Jun,2024,2024-06-01
2024,jun/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM11DRJS,Rio de Janeiro,MAR,2094.0,186.0,0.0,42509.0,0.0,,,,,,,,,44603.0,186.0,2.094,Jun,2024,2024-06-01
2024,jun/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,4RJS493RJS,Rio de Janeiro,MAR,2558.0,69.0,0.0,15179.0,0.0,,,,,,,,,17737.0,69.0,2.558,Jun,2024,2024-06-01
2024,ago/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM38DRJS,Rio de Janeiro,MAR,1920.0,387.0,0.0,10945.0,0.0,,,,,,,,,12865.0,387.0,1.92,Aug,2024,2024-08-01
2024,ago/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM40DPRJS,Rio de Janeiro,MAR,3111.0,227.0,0.0,38242.0,0.0,,,,,,,,,41353.0,227.0,3.111,Aug,2024,2024-08-01
2024,ago/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM7DRJS,Rio de Janeiro,MAR,2012.0,263.0,0.0,51165.0,0.0,,,,,,,,,53177.0,263.0,2.012,Aug,2024,2024-08-01
2024,ago/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM35DPRJS,Rio de Janeiro,MAR,1440.0,69.0,0.0,9663.0,0.0,,,,,,,,,11103.0,69.0,1.44,Aug,2024,2024-08-01
2024,ago/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM41HPRJS,Rio de Janeiro,MAR,1160.0,301.0,0.0,48619.0,0.0,,,,,,,,,49779.0,301.0,1.16,Aug,2024,2024-08-01
2024,ago/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM19DRJS,Rio de Janeiro,MAR,581.0,120.0,0.0,14156.0,0.0,,,,,,,,,14737.0,120.0,0.581,Aug,2024,2024-08-01
2024,ago/2024,BONITO,Campos,PLATAFORMA DE ENCHOVA,7EN7DRJS,Rio de Janeiro,MAR,2411.0,227.0,0.0,3975.0,0.0,,,,,,,,,6386.0,227.0,2.411,Aug,2024,2024-08-01
2024,ago/2024,BONITO,Campos,PLATAFORMA DE ENCHOVA,7BO14DRJS,Rio de Janeiro,MAR,334.0,29.0,0.0,442.0,0.0,,,,,,,,,776.0,29.0,0.334,Aug,2024,2024-08-01
2024,ago/2024,BONITO,Campos,PLATAFORMA DE ENCHOVA,7BO21HPRJS,Rio de Janeiro,MAR,2748.0,248.0,0.0,893.0,0.0,,,,,,,,,3641.0,248.0,2.748,Aug,2024,2024-08-01
2024,ago/2024,ENCHOVA,Campos,PLATAFORMA DE ENCHOVA,7EN33DARJS,Rio de Janeiro,MAR,591.0,116.0,0.0,1724.0,0.0,,,,,,,,,2315.0,116.0,0.591,Aug,2024,2024-08-01
2024,ago/2024,ENCHOVA,Campos,PLATAFORMA DE ENCHOVA,7EN51HPRJS,Rio de Janeiro,MAR,819.0,49.0,0.0,1217.0,0.0,,,,,,,,,2036.0,49.0,0.819,Aug,2024,2024-08-01
2024,ago/2024,ENCHOVA,Campos,PLATAFORMA DE ENCHOVA,7EN39DRJS,Rio de Janeiro,MAR,241.0,24.0,0.0,187.0,0.0,,,,,,,,,428.0,24.0,0.241,Aug,2024,2024-08-01
2024,ago/2024,ENCHOVA,Campos,PLATAFORMA DE ENCHOVA,7EN23DRJS,Rio de Janeiro,MAR,375.0,35.0,0.0,634.0,0.0,,,,,,,,,1009.0,35.0,0.375,Aug,2024,2024-08-01
2024,ago/2024,ENCHOVA,Campos,PLATAFORMA DE ENCHOVA,7EN31DRJS,Rio de Janeiro,MAR,142.0,40.0,0.0,934.0,0.0,,,,,,,,,1076.0,40.0,0.142,Aug,2024,2024-08-01
2024,ago/2024,ENCHOVA,Campos,PLATAFORMA DE ENCHOVA,7EN26DRJS,Rio de Janeiro,MAR,72.0,5.0,0.0,46.0,0.0,,,,,,,,,118.0,5.0,0.072,Aug,2024,2024-08-01
2024,ago/2024,ENCHOVA,Campos,PLATAFORMA DE ENCHOVA,7EN36DRJS,Rio de Janeiro,MAR,2352.0,385.0,0.0,984.0,0.0,,,,,,,,,3336.0,385.0,2.352,Aug,2024,2024-08-01
2024,ago/2024,ENCHOVA,Campos,PLATAFORMA DE ENCHOVA,7EN40DRJS,Rio de Janeiro,MAR,1051.0,74.0,0.0,3690.0,0.0,,,,,,,,,4741.0,74.0,1.051,Aug,2024,2024-08-01
2024,ago/2024,ENCHOVA,Campos,PLATAFORMA DE ENCHOVA,7EN52HRJS,Rio de Janeiro,MAR,1763.0,193.0,0.0,1597.0,0.0,,,,,,,,,3360.0,193.0,1.763,Aug,2024,2024-08-01
2024,ago/2024,ENCHOVA OESTE,Campos,PLATAFORMA DE ENCHOVA,4RJS430DRJ,Rio de Janeiro,MAR,3929.0,202.0,0.0,402.0,0.0,,,,,,,,,4331.0,202.0,3.929,Aug,2024,2024-08-01
2024,ago/2024,ENCHOVA OESTE,Campos,PLATAFORMA DE ENCHOVA,3BRSA589RJS,Rio de Janeiro,MAR,2882.0,493.0,0.0,755.0,0.0,,,,,,,,,3637.0,493.0,2.882,Aug,2024,2024-08-01
2024,ago/2024,BONITO,Campos,PLATAFORMA DE ENCHOVA,7BO13HRJS,Rio de Janeiro,MAR,1996.0,201.0,0.0,18.0,0.0,,,,,,,,,2014.0,201.0,1.996,Aug,2024,2024-08-01
2024,ago/2024,BONITO,Campos,PLATAFORMA DE ENCHOVA,7BO25HRJS,Rio de Janeiro,MAR,2849.0,268.0,0.0,3593.0,0.0,,,,,,,,,6442.0,268.0,2.849,Aug,2024,2024-08-01
2024,ago/2024,BONITO,Campos,PLATAFORMA DE ENCHOVA,7BO23HRJS,Rio de Janeiro,MAR,762.0,73.0,0.0,134.0,0.0,,,,,,,,,896.0,73.0,0.762,Aug,2024,2024-08-01
2024,ago/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM52DPRJS,Rio de Janeiro,MAR,860.0,117.0,0.0,2765.0,0.0,,,,,,,,,3625.0,117.0,0.86,Aug,2024,2024-08-01
2024,ago/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM55DPRJS,Rio de Janeiro,MAR,3746.0,227.0,0.0,20306.0,0.0,,,,,,,,,24052.0,227.0,3.746,Aug,2024,2024-08-01
2024,ago/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM9DRJS,Rio de Janeiro,MAR,1304.0,217.0,0.0,28678.0,0.0,,,,,,,,,29982.0,217.0,1.304,Aug,2024,2024-08-01
2024,ago/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,3PM1ARJS,Rio de Janeiro,MAR,1014.0,127.0,0.0,13274.0,0.0,,,,,,,,,14288.0,127.0,1.014,Aug,2024,2024-08-01
2024,ago/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM42DPRJS,Rio de Janeiro,MAR,1610.0,459.0,0.0,49511.0,0.0,,,,,,,,,51121.0,459.0,1.61,Aug,2024,2024-08-01
2024,ago/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM37DRJS,Rio de Janeiro,MAR,2299.0,340.0,0.0,53868.0,0.0,,,,,,,,,56167.0,340.0,2.299,Aug,2024,2024-08-01
2024,ago/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,4RJS493RJS,Rio de Janeiro,MAR,2859.0,113.0,0.0,16309.0,0.0,,,,,,,,,19168.0,113.0,2.859,Aug,2024,2024-08-01
2024,ago/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM26DRJS,Rio de Janeiro,MAR,1684.0,264.0,0.0,40548.0,0.0,,,,,,,,,42232.0,264.0,1.684,Aug,2024,2024-08-01
2024,ago/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM21DRJS,Rio de Janeiro,MAR,3401.0,105.0,0.0,5115.0,0.0,,,,,,,,,8516.0,105.0,3.401,Aug,2024,2024-08-01
2024,ago/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM39HRJS,Rio de Janeiro,MAR,703.0,147.0,0.0,6358.0,0.0,,,,,,,,,7061.0,147.0,0.703,Aug,2024,2024-08-01
2024,ago/2024,PAMPO,Campos,PLATAFORMA DE PAMPO 1,7PM18DRJS,Rio de Janeiro,MAR,2427.0,445.0,0.0,59086.0,0.0,,,,,,,,,61513.0,445.0,2.427,Aug,2024,2024-08-01
2024,fev/2024,BONITO,Campos,PLATAFORMA DE ENCHOVA,7BO13HRJS,Rio de Janeiro,MAR,2663.0,202.0,0.0,18.0,0.0,,,,,,,,,2681.0,202.0,2.663,Feb,2024,2024-02-01
